dataset,n,W,metodo,optimo,tiempo,instancia
maxiter-sm,57000.0,21282,METAH1,22727.3,30000.9,kroA100
maxiter-sm,57000.0,21282,METAH2,23576.3,30000.8,kroA100
maxiter-sm,58000.0,7542,METAH1,8299.6,15256.9,berlin52
maxiter-sm,58000.0,7542,METAH2,8036.27,17737.1,berlin52
maxiter-sm,58000.0,426,METAH1,455.176,14373.4,eil51
maxiter-sm,58000.0,426,METAH2,441.753,16565.2,eil51
maxiter-sm,58000.0,538,METAH1,567.112,30000.2,eil76
maxiter-sm,58000.0,538,METAH2,565.728,30000.2,eil76
maxiter-sm,58000.0,675,METAH1,723.86,30000.1,st70
maxiter-sm,58000.0,675,METAH2,702.166,30000.2,st70
maxiter-sm,58000.0,21282,METAH1,23037.5,30000.4,kroA100
maxiter-sm,58000.0,21282,METAH2,23136.8,30000.7,kroA100
maxiter-sm,59000.0,7542,METAH1,8371.63,14749.2,berlin52
maxiter-sm,59000.0,7542,METAH2,7544.37,16816.0,berlin52
maxiter-sm,59000.0,426,METAH1,461.756,14227.6,eil51
maxiter-sm,59000.0,426,METAH2,445.227,16648.6,eil51
maxiter-sm,59000.0,538,METAH1,573.476,30000.7,eil76
maxiter-sm,59000.0,538,METAH2,582.14,30000.6,eil76
maxiter-sm,59000.0,675,METAH1,733.437,30000.3,st70
maxiter-sm,59000.0,675,METAH2,700.531,30000.4,st70
maxiter-sm,59000.0,21282,METAH1,23623.0,30001.4,kroA100
maxiter-sm,59000.0,21282,METAH2,22529.8,30000.5,kroA100
maxiter-sm,60000.0,7542,METAH1,8347.79,15530.8,berlin52
maxiter-sm,60000.0,7542,METAH2,8092.71,18127.0,berlin52
maxiter-sm,60000.0,426,METAH1,443.974,14947.4,eil51
maxiter-sm,60000.0,426,METAH2,458.29,17221.6,eil51
maxiter-sm,60000.0,538,METAH1,589.411,30000.4,eil76
maxiter-sm,60000.0,538,METAH2,577.861,30000.3,eil76
maxiter-sm,60000.0,675,METAH1,707.77,30000.4,st70
maxiter-sm,60000.0,675,METAH2,724.185,30000.2,st70
maxiter-sm,60000.0,21282,METAH1,22063.9,30000.7,kroA100
maxiter-sm,60000.0,21282,METAH2,22485.4,30000.7,kroA100
maxiter-sm,61000.0,7542,METAH1,8140.81,16245.8,berlin52
maxiter-sm,61000.0,7542,METAH2,8136.0,18571.6,berlin52
maxiter-sm,61000.0,426,METAH1,448.991,15464.5,eil51
maxiter-sm,61000.0,426,METAH2,453.678,17674.9,eil51
maxiter-sm,61000.0,538,METAH1,594.7,30000.1,eil76
maxiter-sm,61000.0,538,METAH2,568.721,30000.4,eil76
maxiter-sm,61000.0,675,METAH1,700.117,30000.2,st70
maxiter-sm,61000.0,675,METAH2,722.593,30000.8,st70
maxiter-sm,61000.0,21282,METAH1,22522.5,30000.7,kroA100
maxiter-sm,61000.0,21282,METAH2,22392.8,30000.7,kroA100
maxiter-sm,62000.0,7542,METAH1,7896.08,16334.4,berlin52
maxiter-sm,62000.0,7542,METAH2,8252.29,18669.1,berlin52
maxiter-sm,62000.0,426,METAH1,447.444,15636.7,eil51
maxiter-sm,62000.0,426,METAH2,450.016,17820.8,eil51
maxiter-sm,62000.0,538,METAH1,581.914,30000.1,eil76
maxiter-sm,62000.0,538,METAH2,594.994,30000.5,eil76
maxiter-sm,62000.0,675,METAH1,721.309,30000.4,st70
maxiter-sm,62000.0,675,METAH2,697.662,30000.4,st70
maxiter-sm,62000.0,21282,METAH1,22126.9,30001.1,kroA100
maxiter-sm,62000.0,21282,METAH2,22657.7,30000.4,kroA100
maxiter-sm,63000.0,7542,METAH1,8112.15,15673.2,berlin52
maxiter-sm,63000.0,7542,METAH2,7945.37,17771.2,berlin52
maxiter-sm,63000.0,426,METAH1,445.168,14958.6,eil51
maxiter-sm,63000.0,426,METAH2,463.082,17220.7,eil51
maxiter-sm,63000.0,538,METAH1,580.31,30000.1,eil76
maxiter-sm,63000.0,538,METAH2,583.818,30000.6,eil76
maxiter-sm,63000.0,675,METAH1,723.847,30000.5,st70
maxiter-sm,63000.0,675,METAH2,743.086,30000.2,st70
maxiter-sm,63000.0,21282,METAH1,22316.5,30001.0,kroA100
maxiter-sm,63000.0,21282,METAH2,22777.7,30001.3,kroA100
maxiter-sm,64000.0,7542,METAH1,7673.23,15741.7,berlin52
maxiter-sm,64000.0,7542,METAH2,8336.53,18455.0,berlin52
maxiter-sm,64000.0,426,METAH1,443.86,15159.8,eil51
maxiter-sm,64000.0,426,METAH2,452.599,17234.9,eil51
maxiter-sm,64000.0,538,METAH1,591.414,30000.3,eil76
maxiter-sm,64000.0,538,METAH2,579.637,30000.2,eil76
maxiter-sm,64000.0,675,METAH1,725.361,30000.2,st70
maxiter-sm,64000.0,675,METAH2,729.836,30000.2,st70
maxiter-sm,64000.0,21282,METAH1,22309.7,30000.9,kroA100
maxiter-sm,64000.0,21282,METAH2,23081.2,30000.4,kroA100
maxiter-sm,65000.0,7542,METAH1,7744.46,16637.9,berlin52
maxiter-sm,65000.0,7542,METAH2,8105.9,19397.3,berlin52
maxiter-sm,65000.0,426,METAH1,454.404,15840.3,eil51
maxiter-sm,65000.0,426,METAH2,460.67,18732.0,eil51
maxiter-sm,65000.0,538,METAH1,591.883,30000.2,eil76
maxiter-sm,65000.0,538,METAH2,575.265,30000.6,eil76
maxiter-sm,65000.0,675,METAH1,694.683,30000.5,st70
maxiter-sm,65000.0,675,METAH2,707.689,30000.5,st70
maxiter-sm,65000.0,21282,METAH1,22662.8,30000.3,kroA100
maxiter-sm,65000.0,21282,METAH2,22372.9,30001.5,kroA100
maxiter-sm,66000.0,7542,METAH1,8054.41,16604.5,berlin52
maxiter-sm,66000.0,7542,METAH2,8199.35,19109.2,berlin52
maxiter-sm,66000.0,426,METAH1,445.701,15399.3,eil51
maxiter-sm,66000.0,426,METAH2,449.156,17613.6,eil51
maxiter-sm,66000.0,538,METAH1,595.551,30000.1,eil76
maxiter-sm,66000.0,538,METAH2,587.721,30000.2,eil76
maxiter-sm,66000.0,675,METAH1,707.689,30000.4,st70
maxiter-sm,66000.0,675,METAH2,718.402,30000.2,st70
maxiter-sm,66000.0,21282,METAH1,22266.5,30000.6,kroA100
maxiter-sm,66000.0,21282,METAH2,22576.5,30000.2,kroA100
maxiter-sm,67000.0,7542,METAH1,7794.84,17578.8,berlin52
maxiter-sm,67000.0,7542,METAH2,8258.57,20521.4,berlin52
maxiter-sm,67000.0,426,METAH1,444.246,16607.0,eil51
maxiter-sm,67000.0,426,METAH2,444.255,19649.2,eil51
maxiter-sm,67000.0,538,METAH1,571.071,30000.7,eil76
maxiter-sm,67000.0,538,METAH2,595.567,30000.5,eil76
maxiter-sm,67000.0,675,METAH1,700.097,30000.3,st70
maxiter-sm,67000.0,675,METAH2,732.989,30000.2,st70
maxiter-sm,67000.0,21282,METAH1,22728.8,30000.6,kroA100
maxiter-sm,67000.0,21282,METAH2,22417.1,30000.8,kroA100
maxiter-sm,68000.0,7542,METAH1,7886.63,17489.6,berlin52
maxiter-sm,68000.0,7542,METAH2,8001.34,19415.5,berlin52
maxiter-sm,68000.0,426,METAH1,449.109,16793.7,eil51
maxiter-sm,68000.0,426,METAH2,449.262,19309.8,eil51
maxiter-sm,68000.0,538,METAH1,587.544,30000.6,eil76
maxiter-sm,68000.0,538,METAH2,574.275,30001.1,eil76
maxiter-sm,68000.0,675,METAH1,702.643,30000.3,st70
maxiter-sm,68000.0,675,METAH2,742.157,30000.5,st70
maxiter-sm,68000.0,21282,METAH1,22980.4,30000.1,kroA100
maxiter-sm,68000.0,21282,METAH2,22621.2,30001.0,kroA100
maxiter-sm,69000.0,7542,METAH1,8042.4,17981.4,berlin52
maxiter-sm,69000.0,7542,METAH2,7891.42,20762.6,berlin52
maxiter-sm,69000.0,426,METAH1,448.389,17269.1,eil51
maxiter-sm,69000.0,426,METAH2,443.15,19995.3,eil51
maxiter-sm,69000.0,538,METAH1,580.488,30000.4,eil76
maxiter-sm,69000.0,538,METAH2,592.064,30000.4,eil76
maxiter-sm,69000.0,675,METAH1,704.512,30000.4,st70
maxiter-sm,69000.0,675,METAH2,717.646,30000.8,st70
maxiter-sm,69000.0,21282,METAH1,22840.1,30001.4,kroA100
maxiter-sm,69000.0,21282,METAH2,22347.7,30001.0,kroA100
maxiter-sm,70000.0,7542,METAH1,7872.5,18425.8,berlin52
maxiter-sm,70000.0,7542,METAH2,8133.6,21559.3,berlin52
maxiter-sm,70000.0,426,METAH1,459.455,17465.0,eil51
maxiter-sm,70000.0,426,METAH2,444.441,20174.1,eil51
maxiter-sm,70000.0,538,METAH1,585.464,30000.3,eil76
maxiter-sm,70000.0,538,METAH2,581.551,30000.7,eil76
maxiter-sm,70000.0,675,METAH1,706.833,30000.5,st70
maxiter-sm,70000.0,675,METAH2,716.989,30000.1,st70
maxiter-sm,70000.0,21282,METAH1,23534.2,30000.4,kroA100
maxiter-sm,70000.0,21282,METAH2,22672.4,30000.7,kroA100
maxiter-sm,71000.0,7542,METAH1,8012.53,18522.8,berlin52
maxiter-sm,71000.0,7542,METAH2,8051.91,21804.9,berlin52
maxiter-sm,71000.0,426,METAH1,448.53,17793.9,eil51
maxiter-sm,71000.0,426,METAH2,451.208,20724.1,eil51
maxiter-sm,71000.0,538,METAH1,592.595,30000.7,eil76
maxiter-sm,71000.0,538,METAH2,587.648,30000.7,eil76
maxiter-sm,71000.0,675,METAH1,700.154,30000.6,st70
maxiter-sm,71000.0,675,METAH2,728.517,30000.4,st70
maxiter-sm,71000.0,21282,METAH1,22926.3,30000.5,kroA100
maxiter-sm,71000.0,21282,METAH2,22142.5,30001.3,kroA100
maxiter-sm,72000.0,7542,METAH1,8033.14,18954.8,berlin52
maxiter-sm,72000.0,7542,METAH2,8276.56,21779.7,berlin52
maxiter-sm,72000.0,426,METAH1,460.6,17786.9,eil51
maxiter-sm,72000.0,426,METAH2,450.177,20236.0,eil51
maxiter-sm,72000.0,538,METAH1,579.556,30000.6,eil76
maxiter-sm,72000.0,538,METAH2,580.769,30000.4,eil76
maxiter-sm,72000.0,675,METAH1,721.791,30000.5,st70
maxiter-sm,72000.0,675,METAH2,711.56,30000.4,st70
maxiter-sm,72000.0,21282,METAH1,22316.5,30000.7,kroA100
maxiter-sm,72000.0,21282,METAH2,22558.9,30000.6,kroA100
maxiter-sm,73000.0,7542,METAH1,8206.14,19296.7,berlin52
maxiter-sm,73000.0,7542,METAH2,8003.95,22599.1,berlin52
maxiter-sm,73000.0,426,METAH1,448.511,18575.3,eil51
maxiter-sm,73000.0,426,METAH2,452.037,20128.3,eil51
maxiter-sm,73000.0,538,METAH1,588.282,30000.6,eil76
maxiter-sm,73000.0,538,METAH2,585.373,30000.8,eil76
maxiter-sm,73000.0,675,METAH1,705.972,30000.3,st70
maxiter-sm,73000.0,675,METAH2,738.318,30000.3,st70
maxiter-sm,73000.0,21282,METAH1,21827.4,30000.7,kroA100
maxiter-sm,73000.0,21282,METAH2,22656.5,30000.2,kroA100
maxiter-sm,74000.0,7542,METAH1,8137.61,18438.1,berlin52
maxiter-sm,74000.0,7542,METAH2,8220.9,21165.0,berlin52
maxiter-sm,74000.0,426,METAH1,450.989,17405.7,eil51
maxiter-sm,74000.0,426,METAH2,447.484,20176.0,eil51
maxiter-sm,74000.0,538,METAH1,592.725,30000.2,eil76
maxiter-sm,74000.0,538,METAH2,565.476,30000.6,eil76
maxiter-sm,74000.0,675,METAH1,726.957,30000.3,st70
maxiter-sm,74000.0,675,METAH2,725.362,30000.1,st70
maxiter-sm,74000.0,21282,METAH1,22828.7,30000.3,kroA100
maxiter-sm,74000.0,21282,METAH2,24188.2,30000.4,kroA100
maxiter-sm,75000.0,7542,METAH1,7908.44,18781.3,berlin52
maxiter-sm,75000.0,7542,METAH2,8040.63,21445.8,berlin52
maxiter-sm,75000.0,426,METAH1,450.661,17407.5,eil51
maxiter-sm,75000.0,426,METAH2,451.29,20170.7,eil51
maxiter-sm,75000.0,538,METAH1,579.476,30000.2,eil76
maxiter-sm,75000.0,538,METAH2,578.696,30000.6,eil76
maxiter-sm,75000.0,675,METAH1,711.127,30000.3,st70
maxiter-sm,75000.0,675,METAH2,715.741,30000.3,st70
maxiter-sm,75000.0,21282,METAH1,23028.2,30000.2,kroA100
maxiter-sm,75000.0,21282,METAH2,21577.6,30001.6,kroA100
maxiter-sm,76000.0,7542,METAH1,7802.55,18814.5,berlin52
maxiter-sm,76000.0,7542,METAH2,8209.08,21762.1,berlin52
maxiter-sm,76000.0,426,METAH1,448.776,18371.4,eil51
maxiter-sm,76000.0,426,METAH2,453.01,20981.0,eil51
maxiter-sm,76000.0,538,METAH1,578.268,30000.2,eil76
maxiter-sm,76000.0,538,METAH2,580.769,30000.5,eil76
maxiter-sm,76000.0,675,METAH1,713.012,30000.2,st70
maxiter-sm,76000.0,675,METAH2,707.708,30000.2,st70
maxiter-sm,76000.0,21282,METAH1,22209.3,30001.3,kroA100
maxiter-sm,76000.0,21282,METAH2,22924.8,30001.3,kroA100
maxiter-sm,77000.0,7542,METAH1,8135.13,19038.3,berlin52
maxiter-sm,77000.0,7542,METAH2,8234.95,21717.1,berlin52
maxiter-sm,77000.0,426,METAH1,445.05,18078.6,eil51
maxiter-sm,77000.0,426,METAH2,465.823,20825.7,eil51
maxiter-sm,77000.0,538,METAH1,581.455,30000.6,eil76
maxiter-sm,77000.0,538,METAH2,577.772,30000.4,eil76
maxiter-sm,77000.0,675,METAH1,697.701,30000.1,st70
maxiter-sm,77000.0,675,METAH2,713.353,30000.1,st70
maxiter-sm,77000.0,21282,METAH1,22684.8,30000.6,kroA100
maxiter-sm,77000.0,21282,METAH2,21971.9,30000.7,kroA100
maxiter-sm,78000.0,7542,METAH1,8323.76,19239.3,berlin52
maxiter-sm,78000.0,7542,METAH2,8402.42,22550.0,berlin52
maxiter-sm,78000.0,426,METAH1,445.156,18324.0,eil51
maxiter-sm,78000.0,426,METAH2,454.733,21113.2,eil51
maxiter-sm,78000.0,538,METAH1,582.123,30000.3,eil76
maxiter-sm,78000.0,538,METAH2,588.57,30000.5,eil76
maxiter-sm,78000.0,675,METAH1,743.025,30000.3,st70
maxiter-sm,78000.0,675,METAH2,715.741,30000.1,st70
maxiter-sm,78000.0,21282,METAH1,23260.5,30001.2,kroA100
maxiter-sm,78000.0,21282,METAH2,22726.3,30000.9,kroA100
maxiter-sm,79000.0,7542,METAH1,8210.58,19572.4,berlin52
maxiter-sm,79000.0,7542,METAH2,7790.58,22492.2,berlin52
maxiter-sm,79000.0,426,METAH1,453.082,18339.5,eil51
maxiter-sm,79000.0,426,METAH2,446.955,21432.7,eil51
maxiter-sm,79000.0,538,METAH1,603.09,30000.6,eil76
maxiter-sm,79000.0,538,METAH2,593.272,30000.8,eil76
maxiter-sm,79000.0,675,METAH1,726.393,30000.4,st70
maxiter-sm,79000.0,675,METAH2,729.635,30000.1,st70
maxiter-sm,79000.0,21282,METAH1,22068.9,30000.8,kroA100
maxiter-sm,79000.0,21282,METAH2,22149.8,30000.2,kroA100
maxiter-sm,80000.0,7542,METAH1,8152.38,20056.7,berlin52
maxiter-sm,80000.0,7542,METAH2,8575.44,22920.6,berlin52
maxiter-sm,80000.0,426,METAH1,450.75,18855.6,eil51
maxiter-sm,80000.0,426,METAH2,453.1,21389.1,eil51
maxiter-sm,80000.0,538,METAH1,582.554,30000.6,eil76
maxiter-sm,80000.0,538,METAH2,583.069,30000.5,eil76
maxiter-sm,80000.0,675,METAH1,715.139,30000.3,st70
maxiter-sm,80000.0,675,METAH2,729.067,30000.5,st70
maxiter-sm,80000.0,21282,METAH1,23009.8,30000.5,kroA100
maxiter-sm,80000.0,21282,METAH2,23171.1,30000.1,kroA100
maxiter-sm,81000.0,7542,METAH1,8184.37,19758.5,berlin52
maxiter-sm,81000.0,7542,METAH2,7598.44,22464.8,berlin52
maxiter-sm,81000.0,426,METAH1,439.666,19298.4,eil51
maxiter-sm,81000.0,426,METAH2,453.344,22123.6,eil51
maxiter-sm,81000.0,538,METAH1,582.995,30000.5,eil76
maxiter-sm,81000.0,538,METAH2,586.708,30000.3,eil76
maxiter-sm,81000.0,675,METAH1,734.725,30000.2,st70
maxiter-sm,81000.0,675,METAH2,719.896,30000.2,st70
maxiter-sm,81000.0,21282,METAH1,22807.7,30000.3,kroA100
maxiter-sm,81000.0,21282,METAH2,23556.3,30000.7,kroA100
maxiter-sm,82000.0,7542,METAH1,8470.42,20049.9,berlin52
maxiter-sm,82000.0,7542,METAH2,7713.03,23066.9,berlin52
maxiter-sm,82000.0,426,METAH1,452.459,19550.8,eil51
maxiter-sm,82000.0,426,METAH2,453.345,22303.0,eil51
maxiter-sm,82000.0,538,METAH1,584.725,30000.6,eil76
maxiter-sm,82000.0,538,METAH2,591.106,30000.7,eil76
maxiter-sm,82000.0,675,METAH1,712.666,30000.4,st70
maxiter-sm,82000.0,675,METAH2,711.608,30000.1,st70
maxiter-sm,82000.0,21282,METAH1,22302.9,30000.9,kroA100
maxiter-sm,82000.0,21282,METAH2,22323.3,30000.7,kroA100
maxiter-sm,83000.0,7542,METAH1,8081.33,20853.0,berlin52
maxiter-sm,83000.0,7542,METAH2,7704.66,23564.7,berlin52
maxiter-sm,83000.0,426,METAH1,454.503,19686.5,eil51
maxiter-sm,83000.0,426,METAH2,451.242,22616.3,eil51
maxiter-sm,83000.0,538,METAH1,581.595,30000.4,eil76
maxiter-sm,83000.0,538,METAH2,574.134,30000.3,eil76
maxiter-sm,83000.0,675,METAH1,741.042,30000.2,st70
maxiter-sm,83000.0,675,METAH2,714.786,30000.1,st70
maxiter-sm,83000.0,21282,METAH1,22459.1,30001.0,kroA100
maxiter-sm,83000.0,21282,METAH2,23187.6,30000.6,kroA100
maxiter-sm,84000.0,7542,METAH1,7868.16,21500.0,berlin52
maxiter-sm,84000.0,7542,METAH2,7932.11,24082.5,berlin52
maxiter-sm,84000.0,426,METAH1,452.817,20051.2,eil51
maxiter-sm,84000.0,426,METAH2,446.082,23459.7,eil51
maxiter-sm,84000.0,538,METAH1,588.424,30000.4,eil76
maxiter-sm,84000.0,538,METAH2,595.026,30000.3,eil76
maxiter-sm,84000.0,675,METAH1,718.017,30000.3,st70
maxiter-sm,84000.0,675,METAH2,715.113,30000.1,st70
maxiter-sm,84000.0,21282,METAH1,23138.0,30000.8,kroA100
maxiter-sm,84000.0,21282,METAH2,22378.9,30001.2,kroA100
maxiter-sm,85000.0,7542,METAH1,7793.62,20914.7,berlin52
maxiter-sm,85000.0,7542,METAH2,8038.1,25063.5,berlin52
maxiter-sm,85000.0,426,METAH1,451.394,20626.1,eil51
maxiter-sm,85000.0,426,METAH2,447.291,23515.9,eil51
maxiter-sm,85000.0,538,METAH1,595.095,30000.5,eil76
maxiter-sm,85000.0,538,METAH2,564.975,30000.6,eil76
maxiter-sm,85000.0,675,METAH1,728.9,30000.5,st70
maxiter-sm,85000.0,675,METAH2,730.618,30000.5,st70
maxiter-sm,85000.0,21282,METAH1,22938.7,30001.2,kroA100
maxiter-sm,85000.0,21282,METAH2,22588.6,30000.2,kroA100
maxiter-sm,86000.0,7542,METAH1,8144.21,20991.2,berlin52
maxiter-sm,86000.0,7542,METAH2,7943.58,24730.8,berlin52
maxiter-sm,86000.0,426,METAH1,444.828,20554.2,eil51
maxiter-sm,86000.0,426,METAH2,444.682,23313.4,eil51
maxiter-sm,86000.0,538,METAH1,586.972,30000.5,eil76
maxiter-sm,86000.0,538,METAH2,580.97,30000.3,eil76
maxiter-sm,86000.0,675,METAH1,709.004,30000.2,st70
maxiter-sm,86000.0,675,METAH2,703.049,30000.3,st70
maxiter-sm,86000.0,21282,METAH1,22709.5,30001.1,kroA100
maxiter-sm,86000.0,21282,METAH2,22140.6,30001.9,kroA100
maxiter-sm,87000.0,7542,METAH1,8329.81,21634.1,berlin52
maxiter-sm,87000.0,7542,METAH2,7990.02,25273.6,berlin52
maxiter-sm,87000.0,426,METAH1,441.365,21232.9,eil51
maxiter-sm,87000.0,426,METAH2,449.708,24690.4,eil51
maxiter-sm,87000.0,538,METAH1,587.547,30000.4,eil76
maxiter-sm,87000.0,538,METAH2,577.231,30000.7,eil76
maxiter-sm,87000.0,675,METAH1,706.051,30000.3,st70
maxiter-sm,87000.0,675,METAH2,728.206,30000.4,st70
maxiter-sm,87000.0,21282,METAH1,22123.2,30001.0,kroA100
maxiter-sm,87000.0,21282,METAH2,22788.8,30001.4,kroA100
maxiter-sm,88000.0,7542,METAH1,8252.56,22564.1,berlin52
maxiter-sm,88000.0,7542,METAH2,8301.99,26101.0,berlin52
maxiter-sm,88000.0,426,METAH1,447.07,21648.9,eil51
maxiter-sm,88000.0,426,METAH2,446.238,24432.8,eil51
maxiter-sm,88000.0,538,METAH1,587.405,30000.1,eil76
maxiter-sm,88000.0,538,METAH2,579.8,30000.7,eil76
maxiter-sm,88000.0,675,METAH1,711.102,30000.4,st70
maxiter-sm,88000.0,675,METAH2,726.327,30000.6,st70
maxiter-sm,88000.0,21282,METAH1,22417.4,30000.6,kroA100
maxiter-sm,88000.0,21282,METAH2,22459.7,30000.4,kroA100
maxiter-sm,89000.0,7542,METAH1,8102.78,22088.1,berlin52
maxiter-sm,89000.0,7542,METAH2,8213.98,26471.2,berlin52
maxiter-sm,89000.0,426,METAH1,465.825,20969.2,eil51
maxiter-sm,89000.0,426,METAH2,458.355,24677.6,eil51
maxiter-sm,89000.0,538,METAH1,581.568,30000.5,eil76
maxiter-sm,89000.0,538,METAH2,587.799,30000.4,eil76
maxiter-sm,89000.0,675,METAH1,723.289,30000.3,st70
maxiter-sm,89000.0,675,METAH2,732.806,30000.5,st70
maxiter-sm,89000.0,21282,METAH1,23404.0,30000.8,kroA100
maxiter-sm,89000.0,21282,METAH2,22635.0,30000.7,kroA100
maxiter-sm,90000.0,7542,METAH1,7950.3,23152.9,berlin52
maxiter-sm,90000.0,7542,METAH2,7625.4,26407.0,berlin52
maxiter-sm,90000.0,426,METAH1,448.574,22176.6,eil51
maxiter-sm,90000.0,426,METAH2,455.22,25336.1,eil51
maxiter-sm,90000.0,538,METAH1,584.502,30000.4,eil76
maxiter-sm,90000.0,538,METAH2,580.776,30000.6,eil76
maxiter-sm,90000.0,675,METAH1,741.25,30000.6,st70
maxiter-sm,90000.0,675,METAH2,733.409,30000.5,st70
maxiter-sm,90000.0,21282,METAH1,22899.9,30000.3,kroA100
maxiter-sm,90000.0,21282,METAH2,22486.6,30000.3,kroA100
maxiter-sm,91000.0,7542,METAH1,8254.34,23536.0,berlin52
maxiter-sm,91000.0,7542,METAH2,8485.55,26651.5,berlin52
maxiter-sm,91000.0,426,METAH1,444.207,22100.3,eil51
maxiter-sm,91000.0,426,METAH2,446.335,25958.8,eil51
maxiter-sm,91000.0,538,METAH1,588.91,30000.2,eil76
maxiter-sm,91000.0,538,METAH2,579.689,30000.4,eil76
maxiter-sm,91000.0,675,METAH1,721.963,30000.1,st70
maxiter-sm,91000.0,675,METAH2,715.113,30000.1,st70
maxiter-sm,91000.0,21282,METAH1,22870.2,30000.3,kroA100
maxiter-sm,91000.0,21282,METAH2,22093.0,30000.5,kroA100
maxiter-sm,92000.0,7542,METAH1,8128.86,23374.2,berlin52
maxiter-sm,92000.0,7542,METAH2,7994.79,27502.3,berlin52
maxiter-sm,92000.0,426,METAH1,435.076,22642.6,eil51
maxiter-sm,92000.0,426,METAH2,455.395,26310.5,eil51
maxiter-sm,92000.0,538,METAH1,575.886,30000.4,eil76
maxiter-sm,92000.0,538,METAH2,578.963,30000.2,eil76
maxiter-sm,92000.0,675,METAH1,728.141,30000.4,st70
maxiter-sm,92000.0,675,METAH2,731.041,30000.5,st70
maxiter-sm,92000.0,21282,METAH1,22238.9,30000.5,kroA100
maxiter-sm,92000.0,21282,METAH2,22096.1,30001.3,kroA100
maxiter-sm,93000.0,7542,METAH1,7846.35,23393.2,berlin52
maxiter-sm,93000.0,7542,METAH2,7724.09,26579.7,berlin52
maxiter-sm,93000.0,426,METAH1,448.444,22726.6,eil51
maxiter-sm,93000.0,426,METAH2,444.123,25838.9,eil51
maxiter-sm,93000.0,538,METAH1,581.609,30000.7,eil76
maxiter-sm,93000.0,538,METAH2,582.167,30000.7,eil76
maxiter-sm,93000.0,675,METAH1,708.705,30000.2,st70
maxiter-sm,93000.0,675,METAH2,718.341,30000.3,st70
maxiter-sm,93000.0,21282,METAH1,21711.1,30000.9,kroA100
maxiter-sm,93000.0,21282,METAH2,22348.8,30001.3,kroA100
maxiter-sm,94000.0,7542,METAH1,7798.48,23736.5,berlin52
maxiter-sm,94000.0,7542,METAH2,8015.77,26591.7,berlin52
maxiter-sm,94000.0,426,METAH1,466.945,22497.3,eil51
maxiter-sm,94000.0,426,METAH2,457.578,26659.3,eil51
maxiter-sm,94000.0,538,METAH1,592.837,30000.8,eil76
maxiter-sm,94000.0,538,METAH2,572.027,30000.2,eil76
maxiter-sm,94000.0,675,METAH1,720.18,30000.4,st70
maxiter-sm,94000.0,675,METAH2,697.028,30000.5,st70
maxiter-sm,94000.0,21282,METAH1,23296.8,30001.2,kroA100
maxiter-sm,94000.0,21282,METAH2,22749.1,30000.5,kroA100
maxiter-sm,95000.0,7542,METAH1,8233.14,23829.6,berlin52
maxiter-sm,95000.0,7542,METAH2,8108.44,26923.1,berlin52
maxiter-sm,95000.0,426,METAH1,454.578,22003.2,eil51
maxiter-sm,95000.0,426,METAH2,450.792,25465.9,eil51
maxiter-sm,95000.0,538,METAH1,583.094,30000.4,eil76
maxiter-sm,95000.0,538,METAH2,597.258,30000.3,eil76
maxiter-sm,95000.0,675,METAH1,717.275,30000.1,st70
maxiter-sm,95000.0,675,METAH2,708.077,30000.2,st70
maxiter-sm,95000.0,21282,METAH1,22183.5,30000.7,kroA100
maxiter-sm,95000.0,21282,METAH2,23004.1,30000.9,kroA100
maxiter-sm,96000.0,7542,METAH1,8490.23,24121.0,berlin52
maxiter-sm,96000.0,7542,METAH2,7892.89,27607.5,berlin52
maxiter-sm,96000.0,426,METAH1,449.427,24028.4,eil51
maxiter-sm,96000.0,426,METAH2,457.017,27834.4,eil51
maxiter-sm,96000.0,538,METAH1,582.934,30000.5,eil76
maxiter-sm,96000.0,538,METAH2,580.94,30000.3,eil76
maxiter-sm,96000.0,675,METAH1,706.224,30000.2,st70
maxiter-sm,96000.0,675,METAH2,726.507,30000.1,st70
maxiter-sm,96000.0,21282,METAH1,22108.5,30000.2,kroA100
maxiter-sm,96000.0,21282,METAH2,23150.1,30001.3,kroA100
maxiter-sm,97000.0,7542,METAH1,8639.87,25701.9,berlin52
maxiter-sm,97000.0,7542,METAH2,8254.18,29542.6,berlin52
maxiter-sm,97000.0,426,METAH1,456.888,24795.7,eil51
maxiter-sm,97000.0,426,METAH2,446.955,28089.2,eil51
maxiter-sm,97000.0,538,METAH1,579.607,30000.3,eil76
maxiter-sm,97000.0,538,METAH2,587.9,30000.6,eil76
maxiter-sm,97000.0,675,METAH1,730.242,30000.4,st70
maxiter-sm,97000.0,675,METAH2,701.108,30000.2,st70
maxiter-sm,97000.0,21282,METAH1,22611.3,30001.0,kroA100
maxiter-sm,97000.0,21282,METAH2,22184.1,30000.3,kroA100
maxiter-sm,98000.0,7542,METAH1,7862.97,25179.8,berlin52
maxiter-sm,98000.0,7542,METAH2,7544.37,29684.1,berlin52
maxiter-sm,98000.0,426,METAH1,447.633,24461.1,eil51
maxiter-sm,98000.0,426,METAH2,456.379,28358.7,eil51
maxiter-sm,98000.0,538,METAH1,580.327,30000.2,eil76
maxiter-sm,98000.0,538,METAH2,575.086,30000.5,eil76
maxiter-sm,98000.0,675,METAH1,730.32,30000.4,st70
maxiter-sm,98000.0,675,METAH2,718.942,30000.1,st70
